Date,Category,Payment_modes,Description,Amount,Cashback
2024-07-10,Insurance,Net Banking,Vehicle Insurance,450,1000
2024-07-21,Fees,Cash,College Fees,2369,50
2024-07-28,Insurance,Debit Card,Vehicle Insurance,3935,50
2024-07-23,Bills,Debit Card,Electricity Bill,3632,5
2024-07-12,Bills,Net Banking,Telephone bill,2197,5
2024-07-10,Groceries,Debit Card,Bakery,4831,0
2024-07-02,Insurance,Gpay,Vehicle Insurance,2757,50
2024-07-23,Rent,Credit card,Residential Rent,3175,100
2024-07-30,Rent,Credit card,Commercial Rent,368,10
2024-07-15,Bills,Cash,Telephone bill,2812,50
2024-07-04,Groceries,Debit Card,Bakery,583,1000
2024-07-14,Bills,Gpay,Telephone bill,1127,0
2024-07-16,Groceries,Gpay,Dairy,2519,12
2024-07-06,Groceries,Net Banking,Bakery,2071,0
2024-07-15,Insurance,Cash,Vehicle Insurance,1451,1000
2024-07-22,Insurance,Gpay,LIC,4977,12
2024-07-19,Rent,Gpay,Commercial Rent,3933,1000
2024-07-23,Fees,Net Banking,College Fees,4588,0
2024-07-25,Bills,Cash,Water Bill,4460,15
2024-07-09,Fees,Net Banking,School Fees,4199,1000
2024-07-23,Bills,Gpay,Water Bill,2304,5
2024-07-22,Bills,Credit card,Water Bill,1564,50
2024-07-08,Insurance,Net Banking,Vehicle Insurance,1412,0
2024-07-28,Fees,Debit Card,College Fees,2723,5
2024-07-07,Bills,Debit Card,Water Bill,4996,100
2024-07-16,Groceries,Cash,Vegeatbles,3004,100
2024-07-10,Fuel,Debit Card,Diesel,636,10
2024-07-21,Rent,Debit Card,Residential Rent,864,100
2024-07-03,Fuel,Cash,Diesel,766,12
2024-07-25,Rent,Net Banking,Parking Rent,473,100
2024-07-26,Fees,Credit card,School Fees,1634,12
2024-07-26,Fees,Debit Card,College Fees,3372,1000
2024-07-13,Rent,Gpay,Commercial Rent,1933,15
2024-07-25,Bills,Gpay,Telephone bill,2825,10
2024-07-14,Groceries,Cash,Bakery,483,10
2024-07-28,Insurance,Gpay,Health Insurance,954,15
2024-07-24,Fees,Gpay,College Fees,2970,15
2024-07-29,Groceries,Cash,Fruits,2141,10
2024-07-30,Groceries,Cash,Vegeatbles,3932,5
2024-07-15,Fuel,Gpay,Diesel,3685,12
2024-07-07,Fees,Gpay,College Fees,3485,10
2024-07-15,Groceries,Debit Card,Bakery,527,0
2024-07-26,Bills,Cash,Electricity Bill,3258,15
2024-07-07,Insurance,Cash,LIC,2200,1000
2024-07-03,Fees,Net Banking,School Fees,4944,5
2024-07-06,Groceries,Debit Card,Bakery,3196,15
2024-07-09,Groceries,Net Banking,Fruits,4169,100
2024-07-02,Rent,Debit Card,Commercial Rent,665,1000
2024-07-04,Fuel,Cash,CNG,1004,12
2024-07-22,Bills,Cash,Water Bill,1102,12
2024-07-17,Bills,Credit card,Telephone bill,2165,15
2024-07-08,Fuel,Debit Card,Diesel,4433,5
2024-07-23,Fuel,Gpay,Diesel,356,10
2024-07-16,Fuel,Cash,Petrol,4682,15
2024-07-01,Bills,Credit card,Water Bill,1001,50
2024-07-21,Bills,Cash,Telephone bill,2407,0
2024-07-27,Groceries,Net Banking,Bakery,4895,0
2024-07-14,Fees,Gpay,School Fees,3959,12
2024-07-13,Fuel,Debit Card,Diesel,2292,0
2024-07-14,Fees,Debit Card,School Fees,1633,5
2024-07-17,Fuel,Credit card,Diesel,3011,15
2024-07-28,Insurance,Cash,Health Insurance,1363,12
2024-07-14,Fees,Gpay,School Fees,2731,15
2024-07-06,Bills,Cash,Water Bill,4645,15
2024-07-23,Bills,Gpay,Telephone bill,877,1000
2024-07-06,Groceries,Cash,Vegeatbles,1844,50
2024-07-17,Fuel,Gpay,Diesel,4335,1000
2024-07-08,Groceries,Net Banking,Vegeatbles,182,50
2024-07-29,Groceries,Cash,Vegeatbles,1240,0
2024-07-20,Rent,Debit Card,Residential Rent,2579,10
2024-07-13,Fees,Credit card,College Fees,3400,1000
2024-07-19,Rent,Gpay,Residential Rent,1951,1000
2024-07-05,Groceries,Debit Card,Fruits,4416,50
2024-07-22,Rent,Debit Card,Residential Rent,4689,0
2024-07-26,Bills,Gpay,Telephone bill,2645,15
2024-07-20,Rent,Gpay,Residential Rent,4872,10
2024-07-20,Bills,Gpay,Telephone bill,3783,0
2024-07-26,Bills,Gpay,Water Bill,3389,12
2024-07-09,Groceries,Debit Card,Vegeatbles,3630,15
2024-07-15,Insurance,Credit card,Health Insurance,2713,10
2024-07-25,Fees,Credit card,College Fees,1061,50
2024-07-01,Groceries,Credit card,Bakery,2005,5
2024-07-30,Insurance,Net Banking,Vehicle Insurance,1387,10
2024-07-30,Insurance,Net Banking,Health Insurance,4282,0
2024-07-28,Bills,Net Banking,Water Bill,3063,12
2024-07-17,Rent,Cash,Commercial Rent,2552,10
2024-07-25,Fuel,Credit card,Petrol,243,100
2024-07-30,Bills,Cash,Water Bill,4174,0
2024-07-19,Fuel,Gpay,CNG,4496,1000
2024-07-26,Fees,Net Banking,School Fees,3417,100
2024-07-12,Bills,Gpay,Telephone bill,4060,12
2024-07-11,Groceries,Net Banking,Dairy,1649,15
2024-07-20,Bills,Debit Card,Water Bill,342,1000
2024-07-14,Bills,Gpay,Water Bill,4962,12
2024-07-30,Insurance,Net Banking,Vehicle Insurance,1472,15
2024-07-25,Insurance,Debit Card,Health Insurance,4321,10
2024-07-05,Groceries,Cash,Dairy,573,5
2024-07-11,Bills,Gpay,Electricity Bill,2782,50
2024-07-17,Groceries,Net Banking,Vegeatbles,1756,50
2024-07-29,Fuel,Net Banking,CNG,3644,1000
2024-07-05,Rent,Gpay,Parking Rent,129,10
2024-07-26,Groceries,Net Banking,Vegeatbles,4313,50
2024-07-13,Fees,Credit card,College Fees,3904,50
2024-07-20,Insurance,Net Banking,LIC,688,5
2024-07-08,Fuel,Debit Card,Petrol,4277,10
2024-07-01,Fees,Debit Card,School Fees,4541,12
2024-07-11,Groceries,Net Banking,Dairy,2821,10
2024-07-14,Groceries,Gpay,Fruits,4738,100
2024-07-30,Fees,Credit card,School Fees,2565,1000
2024-07-02,Groceries,Cash,Fruits,4956,0
2024-07-15,Rent,Net Banking,Parking Rent,2397,12
2024-07-23,Fees,Debit Card,School Fees,4627,10
2024-07-15,Fuel,Gpay,Diesel,1234,0
2024-07-17,Insurance,Debit Card,Health Insurance,3832,12
2024-07-11,Fees,Net Banking,School Fees,1483,0
2024-07-19,Fees,Net Banking,School Fees,3294,5
2024-07-06,Bills,Credit card,Water Bill,4800,50
2024-07-27,Rent,Gpay,Residential Rent,4310,10
2024-07-08,Groceries,Gpay,Bakery,2951,15
2024-07-13,Fees,Cash,College Fees,2908,100
2024-07-30,Insurance,Net Banking,Health Insurance,2041,0
2024-07-27,Bills,Cash,Water Bill,2307,0
2024-07-11,Fees,Credit card,College Fees,1670,12
2024-07-04,Fees,Gpay,School Fees,2796,0
2024-07-21,Rent,Net Banking,Commercial Rent,566,0
2024-07-08,Bills,Debit Card,Water Bill,2407,5
2024-07-04,Fees,Cash,School Fees,4137,1000
2024-07-26,Bills,Gpay,Water Bill,4709,100
2024-07-02,Groceries,Cash,Vegeatbles,1541,10
2024-07-09,Bills,Debit Card,Electricity Bill,640,10
2024-07-06,Groceries,Credit card,Vegeatbles,4865,15
2024-07-18,Bills,Net Banking,Electricity Bill,4103,5
2024-07-21,Groceries,Cash,Vegeatbles,3768,1000
2024-07-06,Fees,Debit Card,College Fees,2721,10
2024-07-05,Fuel,Gpay,Petrol,2348,0
2024-07-08,Groceries,Net Banking,Bakery,3918,100
2024-07-08,Insurance,Credit card,Health Insurance,475,5
2024-07-05,Rent,Gpay,Commercial Rent,4917,100
2024-07-25,Insurance,Gpay,Health Insurance,858,1000
2024-07-24,Insurance,Net Banking,LIC,3204,1000
2024-07-10,Fuel,Net Banking,CNG,4230,0
2024-07-07,Fees,Cash,College Fees,1578,0
2024-07-04,Fees,Net Banking,College Fees,2333,15
2024-07-03,Groceries,Net Banking,Bakery,2322,50
2024-07-17,Groceries,Cash,Bakery,4845,100
2024-07-05,Rent,Debit Card,Parking Rent,2600,12
2024-07-06,Groceries,Net Banking,Vegeatbles,2452,1000
2024-07-16,Fees,Credit card,School Fees,364,5
2024-07-24,Fees,Cash,College Fees,637,0
2024-07-09,Rent,Credit card,Commercial Rent,2204,0
2024-07-08,Rent,Debit Card,Commercial Rent,1149,15
2024-07-25,Fees,Debit Card,School Fees,914,10
2024-07-25,Rent,Credit card,Residential Rent,4753,50
2024-07-26,Insurance,Credit card,Vehicle Insurance,2681,0
2024-07-29,Fees,Net Banking,School Fees,4372,1000
2024-07-14,Groceries,Cash,Bakery,3878,50
2024-07-30,Bills,Net Banking,Telephone bill,4688,0
2024-07-22,Fuel,Debit Card,CNG,3561,15
2024-07-04,Insurance,Debit Card,Health Insurance,2719,12
2024-07-26,Insurance,Net Banking,LIC,1524,50
2024-07-26,Bills,Gpay,Electricity Bill,3534,10
2024-07-05,Insurance,Gpay,LIC,1025,10
2024-07-08,Fuel,Gpay,CNG,4446,5
2024-07-24,Bills,Net Banking,Electricity Bill,3457,5
2024-07-08,Groceries,Cash,Vegeatbles,2501,15
2024-07-05,Groceries,Cash,Dairy,1232,50
2024-07-16,Insurance,Gpay,Health Insurance,3133,1000
2024-07-29,Groceries,Net Banking,Dairy,253,12
2024-07-03,Insurance,Debit Card,Vehicle Insurance,765,0
2024-07-09,Rent,Debit Card,Parking Rent,3287,50
2024-07-24,Rent,Credit card,Residential Rent,3718,12
2024-07-05,Fees,Debit Card,School Fees,3604,5
2024-07-29,Fees,Gpay,College Fees,2413,5
2024-07-09,Fuel,Cash,Diesel,260,12
2024-07-22,Bills,Debit Card,Electricity Bill,1476,1000
2024-07-02,Fuel,Gpay,Diesel,1946,100
2024-07-12,Fuel,Gpay,Diesel,4916,50
2024-07-21,Insurance,Credit card,LIC,3368,10
2024-07-02,Insurance,Net Banking,Vehicle Insurance,3342,15
2024-07-02,Fees,Cash,School Fees,1501,10
2024-07-22,Bills,Cash,Electricity Bill,1515,50
2024-07-26,Fuel,Credit card,Diesel,759,15
2024-07-24,Groceries,Credit card,Bakery,4107,100
2024-07-25,Rent,Gpay,Residential Rent,302,0
2024-07-02,Groceries,Credit card,Dairy,4832,50
2024-07-26,Bills,Debit Card,Electricity Bill,3917,12
2024-07-26,Fuel,Credit card,Diesel,3640,15
2024-07-04,Insurance,Debit Card,Health Insurance,210,12
2024-07-04,Bills,Debit Card,Water Bill,3482,50
2024-07-17,Groceries,Net Banking,Bakery,2974,5
2024-07-09,Insurance,Gpay,Vehicle Insurance,286,10
2024-07-27,Fees,Gpay,School Fees,4596,1000
2024-07-16,Insurance,Credit card,Vehicle Insurance,1511,100
2024-07-11,Bills,Cash,Telephone bill,755,50
2024-07-12,Bills,Gpay,Water Bill,1035,15
2024-06-24,Fuel,Credit card,CNG,2015,100
2024-06-06,Rent,Credit card,Parking Rent,361,50
2024-06-15,Rent,Gpay,Commercial Rent,3924,0
2024-06-03,Rent,Net Banking,Residential Rent,4615,12
2024-06-06,Rent,Credit card,Commercial Rent,2971,15
2024-06-13,Groceries,Debit Card,Dairy,2070,0
2024-06-12,Groceries,Gpay,Fruits,611,5
2024-06-12,Rent,Cash,Residential Rent,2368,12
2024-06-02,Insurance,Gpay,Health Insurance,929,12
2024-06-14,Fees,Credit card,College Fees,4348,12
2024-06-10,Groceries,Cash,Fruits,387,12
2024-06-28,Fuel,Debit Card,CNG,961,12
2024-06-14,Insurance,Credit card,Health Insurance,1944,50
2024-06-26,Groceries,Net Banking,Bakery,1668,15
2024-06-17,Groceries,Net Banking,Fruits,2068,100
2024-06-13,Insurance,Gpay,LIC,4813,100
2024-06-15,Bills,Cash,Electricity Bill,887,15
2024-06-20,Rent,Debit Card,Parking Rent,2677,0
2024-06-25,Fuel,Credit card,Petrol,4172,1000
2024-06-25,Fuel,Credit card,CNG,2908,15
2024-06-28,Fees,Cash,School Fees,2350,0
2024-06-19,Fees,Gpay,School Fees,1340,50
2024-06-03,Fees,Debit Card,College Fees,746,10
2024-06-18,Bills,Debit Card,Telephone bill,185,12
2024-06-16,Bills,Credit card,Telephone bill,1722,0
2024-06-02,Insurance,Debit Card,Vehicle Insurance,1011,15
2024-06-03,Fees,Gpay,College Fees,1355,15
2024-06-02,Fuel,Net Banking,Diesel,185,12
2024-06-07,Bills,Gpay,Electricity Bill,4710,12
2024-06-20,Insurance,Gpay,Vehicle Insurance,143,1000
2024-06-05,Bills,Gpay,Electricity Bill,2610,1000
2024-06-05,Rent,Net Banking,Residential Rent,396,15
2024-06-08,Rent,Credit card,Residential Rent,3258,1000
2024-06-24,Fees,Gpay,College Fees,4879,5
2024-06-12,Rent,Net Banking,Parking Rent,1831,15
2024-06-29,Fuel,Debit Card,Diesel,3122,1000
2024-06-24,Insurance,Cash,Health Insurance,1864,10
2024-06-16,Rent,Credit card,Residential Rent,4652,5
2024-06-01,Bills,Cash,Electricity Bill,2739,50
2024-06-25,Bills,Credit card,Water Bill,4533,12
2024-06-13,Bills,Net Banking,Water Bill,461,100
2024-06-03,Bills,Credit card,Water Bill,3740,0
2024-06-13,Fees,Debit Card,School Fees,3651,10
2024-06-21,Insurance,Net Banking,Vehicle Insurance,2743,50
2024-06-21,Fees,Cash,College Fees,4720,100
2024-06-22,Groceries,Debit Card,Dairy,4325,1000
2024-06-02,Fuel,Debit Card,Petrol,2810,100
2024-06-15,Fees,Gpay,School Fees,402,50
2024-06-28,Rent,Debit Card,Parking Rent,773,5
2024-06-01,Rent,Net Banking,Commercial Rent,1165,5
2024-06-14,Groceries,Cash,Fruits,1089,100
2024-06-27,Bills,Debit Card,Telephone bill,2358,5
2024-06-14,Fuel,Net Banking,Diesel,3201,100
2024-06-29,Groceries,Credit card,Fruits,4746,100
2024-06-22,Fees,Cash,College Fees,4061,100
2024-06-15,Fuel,Net Banking,Diesel,1168,1000
2024-06-10,Groceries,Credit card,Bakery,3778,50
2024-06-11,Rent,Debit Card,Commercial Rent,3808,15
2024-06-05,Fees,Credit card,School Fees,1891,15
2024-06-20,Bills,Debit Card,Electricity Bill,4661,12
2024-06-01,Bills,Gpay,Water Bill,788,1000
2024-06-12,Fuel,Credit card,Petrol,4837,12
2024-06-21,Insurance,Cash,Vehicle Insurance,4021,1000
2024-06-03,Fees,Cash,College Fees,3172,12
2024-06-25,Insurance,Debit Card,Vehicle Insurance,2265,0
2024-06-03,Rent,Gpay,Residential Rent,2144,5
2024-06-01,Fees,Gpay,College Fees,555,100
2024-06-28,Groceries,Debit Card,Bakery,3543,12
2024-06-15,Rent,Credit card,Residential Rent,4093,100
2024-06-10,Groceries,Net Banking,Vegeatbles,3569,1000
2024-06-25,Fees,Debit Card,College Fees,322,15
2024-06-20,Fuel,Cash,Petrol,1261,12
2024-06-10,Insurance,Cash,LIC,1776,100
2024-06-11,Fees,Credit card,School Fees,2867,10
2024-06-06,Insurance,Debit Card,Vehicle Insurance,3869,5
2024-06-17,Groceries,Gpay,Vegeatbles,3850,10
2024-06-19,Bills,Gpay,Electricity Bill,553,50
2024-06-14,Bills,Net Banking,Electricity Bill,3216,50
2024-06-09,Insurance,Cash,Vehicle Insurance,1013,12
2024-06-17,Rent,Gpay,Parking Rent,810,15
2024-06-23,Fees,Credit card,College Fees,3110,100
2024-06-10,Insurance,Credit card,LIC,440,5
2024-06-25,Fuel,Debit Card,Diesel,1735,12
2024-06-03,Rent,Cash,Parking Rent,3328,100
2024-06-20,Insurance,Cash,LIC,2963,5
2024-06-28,Fees,Gpay,College Fees,3960,100
2024-06-05,Insurance,Cash,Vehicle Insurance,4433,1000
2024-06-24,Groceries,Gpay,Vegeatbles,628,10
2024-06-09,Fees,Credit card,College Fees,755,0
2024-06-10,Fuel,Debit Card,CNG,2060,100
2024-06-24,Groceries,Credit card,Dairy,1268,5
2024-06-06,Fuel,Net Banking,Petrol,3317,15
2024-06-13,Insurance,Gpay,Health Insurance,722,100
2024-06-13,Insurance,Cash,LIC,443,5
2024-06-26,Rent,Debit Card,Parking Rent,3029,5
2024-06-02,Fees,Net Banking,School Fees,3951,0
2024-06-07,Insurance,Debit Card,Health Insurance,922,50
2024-06-19,Rent,Gpay,Residential Rent,4191,12
2024-06-08,Groceries,Debit Card,Dairy,2847,1000
2024-06-15,Insurance,Net Banking,LIC,1130,10
2024-06-25,Fuel,Net Banking,Petrol,1005,100
2024-06-19,Insurance,Debit Card,LIC,2311,5
2024-06-14,Fuel,Net Banking,CNG,195,100
2024-06-23,Groceries,Net Banking,Dairy,4728,50
2024-06-14,Rent,Debit Card,Parking Rent,1780,15
2024-06-17,Groceries,Gpay,Bakery,4329,50
2024-06-23,Fuel,Cash,CNG,1485,12
2024-06-26,Rent,Net Banking,Residential Rent,4606,12
2024-06-24,Fees,Gpay,School Fees,3132,1000
2024-06-05,Bills,Net Banking,Telephone bill,3682,10
2024-06-28,Bills,Debit Card,Telephone bill,1523,1000
2024-06-08,Fuel,Cash,Petrol,2168,0
2024-06-01,Fees,Cash,School Fees,2169,12
2024-06-01,Groceries,Cash,Fruits,4517,1000
2024-06-06,Rent,Cash,Commercial Rent,648,100
2024-06-08,Fuel,Credit card,CNG,1898,50
2024-06-04,Groceries,Debit Card,Fruits,2384,100
2024-06-06,Fees,Credit card,School Fees,1957,5
2024-06-08,Fuel,Cash,Diesel,4980,5
2024-06-27,Bills,Gpay,Telephone bill,3271,15
2024-06-15,Bills,Credit card,Water Bill,1467,15
2024-06-13,Groceries,Debit Card,Bakery,3431,1000
2024-06-10,Fuel,Cash,CNG,255,10
2024-06-12,Groceries,Credit card,Vegeatbles,3900,12
2024-06-16,Rent,Cash,Residential Rent,4448,50
2024-06-09,Insurance,Net Banking,Health Insurance,1011,1000
2024-06-23,Insurance,Net Banking,LIC,2443,12
2024-06-05,Rent,Debit Card,Commercial Rent,1259,50
2024-06-04,Groceries,Credit card,Vegeatbles,3996,12
2024-06-18,Fees,Debit Card,College Fees,2320,5
2024-06-26,Fuel,Credit card,Petrol,778,5
2024-06-23,Fees,Net Banking,College Fees,435,0
2024-06-06,Groceries,Net Banking,Dairy,2722,50
2024-06-19,Groceries,Gpay,Fruits,1437,1000
2024-06-22,Groceries,Credit card,Dairy,4443,15
2024-06-01,Bills,Cash,Water Bill,1299,50
2024-06-22,Fuel,Credit card,CNG,680,15
2024-06-22,Fees,Gpay,School Fees,3351,1000
2024-06-06,Insurance,Gpay,LIC,3467,0
2024-06-24,Rent,Gpay,Parking Rent,705,12
2024-06-18,Insurance,Gpay,Vehicle Insurance,4173,15
2024-06-06,Groceries,Cash,Dairy,2846,100
2024-06-02,Bills,Debit Card,Telephone bill,202,100
2024-06-01,Insurance,Credit card,LIC,2610,12
2024-06-15,Insurance,Debit Card,LIC,4034,10
2024-06-17,Bills,Net Banking,Telephone bill,2132,1000
2024-06-14,Fees,Debit Card,School Fees,2351,0
2024-06-19,Rent,Credit card,Residential Rent,3380,1000
2024-06-09,Fuel,Cash,Diesel,561,100
2024-06-06,Insurance,Credit card,Vehicle Insurance,4464,12
2024-06-05,Groceries,Cash,Dairy,3838,5
2024-06-24,Fuel,Credit card,Petrol,117,12
2024-06-22,Insurance,Cash,LIC,2099,10
2024-06-13,Fees,Cash,School Fees,1091,15
2024-06-08,Insurance,Debit Card,Health Insurance,2738,5
2024-06-27,Bills,Debit Card,Telephone bill,3386,50
2024-06-03,Insurance,Credit card,LIC,3784,50
2024-06-10,Insurance,Credit card,Vehicle Insurance,2792,15
2024-06-23,Groceries,Credit card,Dairy,4989,15
2024-06-08,Groceries,Cash,Fruits,2005,10
2024-06-18,Fees,Gpay,College Fees,2514,1000
2024-06-09,Rent,Gpay,Commercial Rent,296,12
2024-06-15,Fuel,Credit card,Diesel,3651,5
2024-06-29,Bills,Debit Card,Telephone bill,3847,5
2024-06-05,Fees,Credit card,College Fees,1306,0
2024-06-10,Fees,Debit Card,College Fees,2507,12
2024-06-12,Rent,Credit card,Residential Rent,3343,12
2024-06-08,Rent,Net Banking,Commercial Rent,1729,12
2024-06-28,Bills,Gpay,Water Bill,95,5
2024-06-29,Fuel,Debit Card,Petrol,23,12
2024-06-29,Groceries,Cash,Vegeatbles,810,50
2024-06-04,Bills,Net Banking,Water Bill,1821,1000
2024-06-22,Fees,Debit Card,College Fees,1859,50
2024-06-28,Groceries,Debit Card,Bakery,3618,0
2024-06-15,Insurance,Gpay,Health Insurance,3342,12
2024-06-26,Fuel,Debit Card,CNG,4605,100
2024-06-17,Groceries,Credit card,Dairy,4748,1000
2024-06-03,Fuel,Debit Card,Petrol,3021,15
2024-06-16,Groceries,Gpay,Vegeatbles,1455,15
2024-06-16,Fees,Gpay,College Fees,2604,50
2024-06-28,Fuel,Debit Card,CNG,2520,12
2024-06-14,Insurance,Credit card,Vehicle Insurance,2167,0
2024-06-18,Fees,Net Banking,College Fees,44,12
2024-06-13,Groceries,Debit Card,Bakery,4543,15
2024-06-02,Fees,Cash,School Fees,2081,100
2024-06-28,Rent,Credit card,Parking Rent,3547,15
2024-06-16,Rent,Net Banking,Commercial Rent,1493,5
2024-06-03,Groceries,Net Banking,Dairy,3278,50
2024-06-04,Fees,Credit card,School Fees,4707,12
2024-06-14,Bills,Credit card,Telephone bill,1349,0
2024-06-24,Insurance,Net Banking,Vehicle Insurance,327,0
2024-06-16,Insurance,Gpay,Health Insurance,1068,10
2024-06-11,Fees,Net Banking,College Fees,3072,10
2024-06-10,Fees,Debit Card,School Fees,3113,10
2024-06-09,Fees,Credit card,School Fees,2368,0
2024-06-16,Fuel,Net Banking,Petrol,2131,15
2024-06-18,Groceries,Gpay,Vegeatbles,624,10
2024-06-13,Insurance,Net Banking,Health Insurance,2764,12
2024-06-20,Rent,Net Banking,Parking Rent,2285,5
2024-06-19,Rent,Credit card,Residential Rent,438,1000
2024-03-11,Rent,Net Banking,Residential Rent,3234,0
2024-03-06,Insurance,Gpay,Health Insurance,74,15
2024-03-10,Fees,Debit Card,College Fees,4731,100
2024-03-30,Rent,Net Banking,Commercial Rent,755,12
2024-03-24,Groceries,Debit Card,Fruits,3401,12
2024-03-17,Groceries,Cash,Vegeatbles,4010,15
2024-03-12,Fuel,Debit Card,Diesel,4303,10
2024-03-13,Rent,Net Banking,Commercial Rent,3560,10
2024-03-08,Fees,Gpay,College Fees,3683,100
2024-03-10,Insurance,Debit Card,Vehicle Insurance,4088,5
2024-03-04,Fuel,Net Banking,Diesel,4431,15
2024-03-10,Groceries,Net Banking,Vegeatbles,2388,100
2024-03-24,Fees,Cash,School Fees,4323,10
2024-03-10,Insurance,Cash,LIC,2657,15
2024-03-04,Bills,Net Banking,Water Bill,3863,5
2024-03-21,Fuel,Net Banking,Petrol,1780,1000
2024-03-21,Rent,Credit card,Commercial Rent,3108,10
2024-03-26,Groceries,Net Banking,Bakery,4015,50
2024-03-12,Fuel,Gpay,CNG,467,0
2024-03-23,Insurance,Cash,Health Insurance,4358,10
2024-03-06,Fees,Gpay,School Fees,2298,50
2024-03-27,Bills,Debit Card,Water Bill,3336,5
2024-03-18,Fuel,Gpay,Diesel,2198,100
2024-03-26,Groceries,Credit card,Dairy,568,1000
2024-03-13,Fuel,Credit card,Petrol,2175,15
2024-03-30,Insurance,Cash,LIC,4177,50
2024-03-16,Bills,Gpay,Electricity Bill,4399,5
2024-03-29,Rent,Debit Card,Parking Rent,3932,10
2024-03-03,Bills,Debit Card,Electricity Bill,549,0
2024-03-25,Rent,Debit Card,Residential Rent,190,100
2024-03-07,Fuel,Debit Card,Diesel,3800,15
2024-03-29,Insurance,Credit card,LIC,4170,12
2024-03-03,Groceries,Gpay,Fruits,1980,5
2024-03-26,Rent,Debit Card,Parking Rent,4257,50
2024-03-26,Bills,Credit card,Telephone bill,1231,15
2024-03-01,Fees,Gpay,School Fees,1900,0
2024-03-27,Fees,Net Banking,School Fees,3583,50
2024-03-09,Fuel,Credit card,Petrol,3347,50
2024-03-23,Fees,Cash,School Fees,1249,1000
2024-03-11,Bills,Debit Card,Water Bill,2561,15
2024-03-07,Fees,Gpay,College Fees,408,1000
2024-03-10,Bills,Net Banking,Telephone bill,3204,100
2024-03-08,Fees,Net Banking,School Fees,4120,1000
2024-03-30,Fuel,Net Banking,CNG,1931,10
2024-03-06,Fees,Debit Card,School Fees,1634,12
2024-03-26,Fuel,Debit Card,CNG,1449,50
2024-03-20,Insurance,Credit card,LIC,1708,100
2024-03-13,Groceries,Gpay,Vegeatbles,306,5
2024-03-12,Bills,Gpay,Water Bill,158,1000
2024-03-13,Rent,Debit Card,Residential Rent,1138,15
2024-03-29,Insurance,Debit Card,LIC,4468,10
2024-03-18,Fees,Cash,College Fees,2483,50
2024-03-25,Groceries,Credit card,Fruits,1344,0
2024-03-02,Insurance,Debit Card,Health Insurance,3871,10
2024-03-24,Rent,Gpay,Parking Rent,1133,1000
2024-03-27,Bills,Net Banking,Water Bill,3000,5
2024-03-05,Fuel,Debit Card,Diesel,944,12
2024-03-11,Fees,Cash,College Fees,4578,12
2024-03-11,Groceries,Credit card,Dairy,3381,5
2024-03-20,Rent,Gpay,Parking Rent,921,10
2024-03-22,Bills,Credit card,Telephone bill,4766,10
2024-03-05,Fees,Cash,College Fees,4902,1000
2024-03-19,Fees,Net Banking,School Fees,4041,15
2024-03-26,Rent,Net Banking,Parking Rent,656,0
2024-03-21,Groceries,Credit card,Fruits,2965,50
2024-03-29,Rent,Debit Card,Parking Rent,1823,0
2024-03-28,Fees,Cash,School Fees,469,12
2024-03-29,Fees,Gpay,School Fees,247,100
2024-03-15,Fuel,Net Banking,CNG,3030,1000
2024-03-03,Fuel,Debit Card,Petrol,1203,10
2024-03-05,Groceries,Cash,Dairy,2890,1000
2024-03-22,Bills,Credit card,Electricity Bill,3641,12
2024-03-11,Bills,Gpay,Water Bill,3565,12
2024-03-16,Bills,Net Banking,Electricity Bill,3264,12
2024-03-15,Fuel,Net Banking,Petrol,346,10
2024-03-04,Rent,Gpay,Residential Rent,4052,1000
2024-03-18,Rent,Net Banking,Commercial Rent,2169,5
2024-03-26,Fees,Gpay,College Fees,3614,50
2024-03-26,Rent,Credit card,Commercial Rent,1398,10
2024-03-04,Groceries,Debit Card,Bakery,2919,100
2024-03-18,Bills,Credit card,Telephone bill,1026,50
2024-03-13,Groceries,Credit card,Fruits,1663,50
2024-03-29,Fees,Net Banking,College Fees,3596,50
2024-03-20,Groceries,Credit card,Dairy,4199,50
2024-03-22,Rent,Debit Card,Residential Rent,1560,5
2024-03-30,Fuel,Credit card,CNG,1766,100
2024-03-12,Groceries,Cash,Bakery,2833,1000
2024-03-17,Groceries,Debit Card,Fruits,2002,1000
2024-03-16,Insurance,Cash,Vehicle Insurance,2085,12
2024-03-18,Rent,Credit card,Residential Rent,487,15
2024-03-09,Rent,Gpay,Commercial Rent,492,100
2024-03-07,Fees,Credit card,School Fees,3351,12
2024-03-13,Groceries,Debit Card,Dairy,421,15
2024-03-18,Groceries,Credit card,Bakery,902,50
2024-03-06,Fees,Cash,School Fees,1720,0
2024-03-07,Fuel,Net Banking,CNG,4226,50
2024-03-14,Fuel,Gpay,CNG,1703,10
2024-03-07,Fuel,Gpay,Petrol,2062,0
2024-03-06,Groceries,Gpay,Fruits,4236,0
2024-03-20,Rent,Gpay,Commercial Rent,1748,12
2024-03-25,Groceries,Debit Card,Dairy,3834,50
2024-03-08,Insurance,Net Banking,LIC,3159,5
2024-03-14,Fuel,Cash,CNG,2357,10
2024-03-28,Fees,Gpay,School Fees,3790,100
2024-03-02,Bills,Debit Card,Electricity Bill,3562,100
2024-03-30,Bills,Net Banking,Water Bill,693,0
2024-03-15,Fees,Net Banking,College Fees,4870,100
2024-03-08,Fees,Debit Card,School Fees,4699,15
